"year","state","state_po","party_simplified","candidatevotes","totalvotes","VAP","VEP","Turnout","Turnout_Percent_VAP","Turnout_Percent_VEP"
1980,"SOUTH DAKOTA","SD","OTHERS",25505,327703,163945000,159635102,86496851,0.528,0.542
1980,"SOUTH DAKOTA","SD","REPUBLICAN",198343,327703,163945000,159635102,86496851,0.528,0.542
1980,"TENNESSEE","TN","DEMOCRAT",783051,1617616,163945000,159635102,86496851,0.528,0.542
1980,"TENNESSEE","TN","OTHERS",46804,1617616,163945000,159635102,86496851,0.528,0.542
1980,"TENNESSEE","TN","REPUBLICAN",787761,1617616,163945000,159635102,86496851,0.528,0.542
1980,"TEXAS","TX","DEMOCRAT",1881147,4541636,163945000,159635102,86496851,0.528,0.542
1980,"TEXAS","TX","OTHERS",149784,4541636,163945000,159635102,86496851,0.528,0.542
1980,"TEXAS","TX","REPUBLICAN",2510705,4541636,163945000,159635102,86496851,0.528,0.542
1980,"UTAH","UT","DEMOCRAT",124266,604152,163945000,159635102,86496851,0.528,0.542
1980,"UTAH","UT","OTHERS",40199,604152,163945000,159635102,86496851,0.528,0.542
1980,"UTAH","UT","REPUBLICAN",439687,604152,163945000,159635102,86496851,0.528,0.542
1980,"VERMONT","VT","DEMOCRAT",81952,213299,163945000,159635102,86496851,0.528,0.542
1980,"VERMONT","VT","OTHERS",36719,213299,163945000,159635102,86496851,0.528,0.542
1980,"VERMONT","VT","REPUBLICAN",94628,213299,163945000,159635102,86496851,0.528,0.542
1980,"VIRGINIA","VA","DEMOCRAT",752174,1866032,163945000,159635102,86496851,0.528,0.542
1980,"VIRGINIA","VA","OTHERS",124249,1866032,163945000,159635102,86496851,0.528,0.542
1980,"VIRGINIA","VA","REPUBLICAN",989609,1866032,163945000,159635102,86496851,0.528,0.542
1980,"WASHINGTON","WA","DEMOCRAT",650193,1742394,163945000,159635102,86496851,0.528,0.542
1980,"WASHINGTON","WA","OTHERS",226957,1742394,163945000,159635102,86496851,0.528,0.542
1980,"WASHINGTON","WA","REPUBLICAN",865244,1742394,163945000,159635102,86496851,0.528,0.542
1980,"WEST VIRGINIA","WV","DEMOCRAT",367462,737715,163945000,159635102,86496851,0.528,0.542
1980,"WEST VIRGINIA","WV","OTHERS",36047,737715,163945000,159635102,86496851,0.528,0.542
1980,"WEST VIRGINIA","WV","REPUBLICAN",334206,737715,163945000,159635102,86496851,0.528,0.542
1980,"WISCONSIN","WI","DEMOCRAT",981584,2273221,163945000,159635102,86496851,0.528,0.542
1980,"WISCONSIN","WI","OTHERS",202792,2273221,163945000,159635102,86496851,0.528,0.542
1980,"WISCONSIN","WI","REPUBLICAN",1088845,2273221,163945000,159635102,86496851,0.528,0.542
1980,"WYOMING","WY","DEMOCRAT",49427,176713,163945000,159635102,86496851,0.528,0.542
1980,"WYOMING","WY","OTHERS",16586,176713,163945000,159635102,86496851,0.528,0.542
1980,"WYOMING","WY","REPUBLICAN",110700,176713,163945000,159635102,86496851,0.528,0.542
1984,"ALABAMA","AL","DEMOCRAT",551899,1441713,173995000,167701904,92654861,0.533,0.552
1984,"ALABAMA","AL","OTHERS",16965,1441713,173995000,167701904,92654861,0.533,0.552
1984,"ALABAMA","AL","REPUBLICAN",872849,1441713,173995000,167701904,92654861,0.533,0.552
1984,"ALASKA","AK","DEMOCRAT",62007,207605,173995000,167701904,92654861,0.533,0.552
1984,"ALASKA","AK","OTHERS",7221,207605,173995000,167701904,92654861,0.533,0.552
1984,"ALASKA","AK","REPUBLICAN",138377,207605,173995000,167701904,92654861,0.533,0.552
1984,"ARIZONA","AZ","DEMOCRAT",333854,1025897,173995000,167701904,92654861,0.533,0.552
1984,"ARIZONA","AZ","OTHERS",10627,1025897,173995000,167701904,92654861,0.533,0.552
1984,"ARIZONA","AZ","REPUBLICAN",681416,1025897,173995000,167701904,92654861,0.533,0.552
1984,"ARKANSAS","AR","DEMOCRAT",338646,884406,173995000,167701904,92654861,0.533,0.552
1984,"ARKANSAS","AR","OTHERS",10986,884406,173995000,167701904,92654861,0.533,0.552
1984,"ARKANSAS","AR","REPUBLICAN",534774,884406,173995000,167701904,92654861,0.533,0.552
1984,"CALIFORNIA","CA","DEMOCRAT",3922519,9505041,173995000,167701904,92654861,0.533,0.552
1984,"CALIFORNIA","CA","OTHERS",115513,9505041,173995000,167701904,92654861,0.533,0.552
1984,"CALIFORNIA","CA","REPUBLICAN",5467009,9505041,173995000,167701904,92654861,0.533,0.552
1984,"COLORADO","CO","DEMOCRAT",454975,1295380,173995000,167701904,92654861,0.533,0.552
1984,"COLORADO","CO","OTHERS",18588,1295380,173995000,167701904,92654861,0.533,0.552
1984,"COLORADO","CO","REPUBLICAN",821817,1295380,173995000,167701904,92654861,0.533,0.552
1984,"CONNECTICUT","CT","DEMOCRAT",569597,1466900,173995000,167701904,92654861,0.533,0.552
1984,"CONNECTICUT","CT","OTHERS",6426,1466900,173995000,167701904,92654861,0.533,0.552
1984,"CONNECTICUT","CT","REPUBLICAN",890877,1466900,173995000,167701904,92654861,0.533,0.552
1984,"DELAWARE","DE","DEMOCRAT",101656,254572,173995000,167701904,92654861,0.533,0.552
1984,"DELAWARE","DE","OTHERS",726,254572,173995000,167701904,92654861,0.533,0.552
1984,"DELAWARE","DE","REPUBLICAN",152190,254572,173995000,167701904,92654861,0.533,0.552
1984,"DISTRICT OF COLUMBIA","DC","DEMOCRAT",180408,211288,173995000,167701904,92654861,0.533,0.552
1984,"DISTRICT OF COLUMBIA","DC","OTHERS",1871,211288,173995000,167701904,92654861,0.533,0.552
1984,"DISTRICT OF COLUMBIA","DC","REPUBLICAN",29009,211288,173995000,167701904,92654861,0.533,0.552
1984,"FLORIDA","FL","DEMOCRAT",1448816,4180051,173995000,167701904,92654861,0.533,0.552
1984,"FLORIDA","FL","OTHERS",885,4180051,173995000,167701904,92654861,0.533,0.552
1984,"FLORIDA","FL","REPUBLICAN",2730350,4180051,173995000,167701904,92654861,0.533,0.552
1984,"GEORGIA","GA","DEMOCRAT",706628,1776103,173995000,167701904,92654861,0.533,0.552
1984,"GEORGIA","GA","OTHERS",753,1776103,173995000,167701904,92654861,0.533,0.552
1984,"GEORGIA","GA","REPUBLICAN",1068722,1776103,173995000,167701904,92654861,0.533,0.552
1984,"HAWAII","HI","DEMOCRAT",147154,335846,173995000,167701904,92654861,0.533,0.552
1984,"HAWAII","HI","OTHERS",3642,335846,173995000,167701904,92654861,0.533,0.552
1984,"HAWAII","HI","REPUBLICAN",185050,335846,173995000,167701904,92654861,0.533,0.552
1984,"IDAHO","ID","DEMOCRAT",108510,411144,173995000,167701904,92654861,0.533,0.552
1984,"IDAHO","ID","OTHERS",5111,411144,173995000,167701904,92654861,0.533,0.552
1984,"IDAHO","ID","REPUBLICAN",297523,411144,173995000,167701904,92654861,0.533,0.552
1984,"ILLINOIS","IL","DEMOCRAT",2086499,4819088,173995000,167701904,92654861,0.533,0.552
1984,"ILLINOIS","IL","OTHERS",25486,4819088,173995000,167701904,92654861,0.533,0.552
1984,"ILLINOIS","IL","REPUBLICAN",2707103,4819088,173995000,167701904,92654861,0.533,0.552
1984,"INDIANA","IN","DEMOCRAT",841481,2233069,173995000,167701904,92654861,0.533,0.552
1984,"INDIANA","IN","OTHERS",14358,2233069,173995000,167701904,92654861,0.533,0.552
1984,"INDIANA","IN","REPUBLICAN",1377230,2233069,173995000,167701904,92654861,0.533,0.552
1984,"IOWA","IA","DEMOCRAT",605620,1319805,173995000,167701904,92654861,0.533,0.552
1984,"IOWA","IA","OTHERS",11097,1319805,173995000,167701904,92654861,0.533,0.552
1984,"IOWA","IA","REPUBLICAN",703088,1319805,173995000,167701904,92654861,0.533,0.552
1984,"KANSAS","KS","DEMOCRAT",333149,1021991,173995000,167701904,92654861,0.533,0.552
1984,"KANSAS","KS","OTHERS",11546,1021991,173995000,167701904,92654861,0.533,0.552
1984,"KANSAS","KS","REPUBLICAN",677296,1021991,173995000,167701904,92654861,0.533,0.552
1984,"KENTUCKY","KY","DEMOCRAT",539539,1369345,173995000,167701904,92654861,0.533,0.552
1984,"KENTUCKY","KY","OTHERS",8104,1369345,173995000,167701904,92654861,0.533,0.552
1984,"KENTUCKY","KY","REPUBLICAN",821702,1369345,173995000,167701904,92654861,0.533,0.552
1984,"LOUISIANA","LA","DEMOCRAT",651586,1706822,173995000,167701904,92654861,0.533,0.552
1984,"LOUISIANA","LA","OTHERS",17937,1706822,173995000,167701904,92654861,0.533,0.552
1984,"LOUISIANA","LA","REPUBLICAN",1037299,1706822,173995000,167701904,92654861,0.533,0.552
1984,"MAINE","ME","DEMOCRAT",214515,553144,173995000,167701904,92654861,0.533,0.552
1984,"MAINE","ME","OTHERS",2129,553144,173995000,167701904,92654861,0.533,0.552
1984,"MAINE","ME","REPUBLICAN",336500,553144,173995000,167701904,92654861,0.533,0.552
1984,"MARYLAND","MD","DEMOCRAT",787935,1675873,173995000,167701904,92654861,0.533,0.552
1984,"MARYLAND","MD","OTHERS",8020,1675873,173995000,167701904,92654861,0.533,0.552
1984,"MARYLAND","MD","REPUBLICAN",879918,1675873,173995000,167701904,92654861,0.533,0.552
1984,"MASSACHUSETTS","MA","DEMOCRAT",1239606,2559383,173995000,167701904,92654861,0.533,0.552
1984,"MASSACHUSETTS","MA","OTHERS",8841,2559383,173995000,167701904,92654861,0.533,0.552
1984,"MASSACHUSETTS","MA","REPUBLICAN",1310936,2559383,173995000,167701904,92654861,0.533,0.552
1984,"MICHIGAN","MI","DEMOCRAT",1529638,3801658,173995000,167701904,92654861,0.533,0.552
1984,"MICHIGAN","MI","OTHERS",20449,3801658,173995000,167701904,92654861,0.533,0.552
1984,"MICHIGAN","MI","REPUBLICAN",2251571,3801658,173995000,167701904,92654861,0.533,0.552
1984,"MINNESOTA","MN","DEMOCRAT",1036364,2084449,173995000,167701904,92654861,0.533,0.552
1984,"MINNESOTA","MN","OTHERS",15482,2084449,173995000,167701904,92654861,0.533,0.552
1984,"MINNESOTA","MN","REPUBLICAN",1032603,2084449,173995000,167701904,92654861,0.533,0.552
1984,"MISSISSIPPI","MS","DEMOCRAT",352192,941104,173995000,167701904,92654861,0.533,0.552
1984,"MISSISSIPPI","MS","OTHERS",6535,941104,173995000,167701904,92654861,0.533,0.552
1984,"MISSISSIPPI","MS","REPUBLICAN",582377,941104,173995000,167701904,92654861,0.533,0.552
1984,"MISSOURI","MO","DEMOCRAT",848583,2122771,173995000,167701904,92654861,0.533,0.552
1984,"MISSOURI","MO","REPUBLICAN",1274188,2122771,173995000,167701904,92654861,0.533,0.552
1984,"MONTANA","MT","DEMOCRAT",146742,384377,173995000,167701904,92654861,0.533,0.552
1984,"MONTANA","MT","OTHERS",5185,384377,173995000,167701904,92654861,0.533,0.552
1984,"MONTANA","MT","REPUBLICAN",232450,384377,173995000,167701904,92654861,0.533,0.552
1984,"NEBRASKA","NE","DEMOCRAT",187866,652090,173995000,167701904,92654861,0.533,0.552
1984,"NEBRASKA","NE","OTHERS",4170,652090,173995000,167701904,92654861,0.533,0.552
1984,"NEBRASKA","NE","REPUBLICAN",460054,652090,173995000,167701904,92654861,0.533,0.552
1984,"NEVADA","NV","DEMOCRAT",91655,282717,173995000,167701904,92654861,0.533,0.552
1984,"NEVADA","NV","OTHERS",2292,282717,173995000,167701904,92654861,0.533,0.552
1984,"NEVADA","NV","REPUBLICAN",188770,282717,173995000,167701904,92654861,0.533,0.552
1984,"NEW HAMPSHIRE","NH","DEMOCRAT",120347,388904,173995000,167701904,92654861,0.533,0.552
1984,"NEW HAMPSHIRE","NH","OTHERS",1507,388904,173995000,167701904,92654861,0.533,0.552
1984,"NEW HAMPSHIRE","NH","REPUBLICAN",267050,388904,173995000,167701904,92654861,0.533,0.552
1984,"NEW JERSEY","NJ","DEMOCRAT",1261323,3217862,173995000,167701904,92654861,0.533,0.552
1984,"NEW JERSEY","NJ","OTHERS",22909,3217862,173995000,167701904,92654861,0.533,0.552
1984,"NEW JERSEY","NJ","REPUBLICAN",1933630,3217862,173995000,167701904,92654861,0.533,0.552
1984,"NEW MEXICO","NM","DEMOCRAT",201769,514370,173995000,167701904,92654861,0.533,0.552
1984,"NEW MEXICO","NM","OTHERS",5500,514370,173995000,167701904,92654861,0.533,0.552
1984,"NEW MEXICO","NM","REPUBLICAN",307101,514370,173995000,167701904,92654861,0.533,0.552
1984,"NEW YORK","NY","DEMOCRAT",3001285,6806810,173995000,167701904,92654861,0.533,0.552
1984,"NEW YORK","NY","OTHERS",429006,6806810,173995000,167701904,92654861,0.533,0.552
1984,"NEW YORK","NY","REPUBLICAN",3376519,6806810,173995000,167701904,92654861,0.533,0.552
1984,"NORTH CAROLINA","NC","DEMOCRAT",824287,2175361,173995000,167701904,92654861,0.533,0.552
1984,"NORTH CAROLINA","NC","OTHERS",4593,2175361,173995000,167701904,92654861,0.533,0.552
1984,"NORTH CAROLINA","NC","REPUBLICAN",1346481,2175361,173995000,167701904,92654861,0.533,0.552
1984,"NORTH DAKOTA","ND","DEMOCRAT",104429,308971,173995000,167701904,92654861,0.533,0.552
1984,"NORTH DAKOTA","ND","OTHERS",4206,308971,173995000,167701904,92654861,0.533,0.552
1984,"NORTH DAKOTA","ND","REPUBLICAN",200336,308971,173995000,167701904,92654861,0.533,0.552
1984,"OHIO","OH","DEMOCRAT",1825440,4563235,173995000,167701904,92654861,0.533,0.552
1984,"OHIO","OH","OTHERS",59236,4563235,173995000,167701904,92654861,0.533,0.552
1984,"OHIO","OH","REPUBLICAN",2678559,4563235,173995000,167701904,92654861,0.533,0.552
1984,"OKLAHOMA","OK","DEMOCRAT",385080,1255676,173995000,167701904,92654861,0.533,0.552
1984,"OKLAHOMA","OK","OTHERS",9066,1255676,173995000,167701904,92654861,0.533,0.552
1984,"OKLAHOMA","OK","REPUBLICAN",861530,1255676,173995000,167701904,92654861,0.533,0.552
1984,"OREGON","OR","DEMOCRAT",536479,1226527,173995000,167701904,92654861,0.533,0.552
1984,"OREGON","OR","OTHERS",4348,1226527,173995000,167701904,92654861,0.533,0.552
1984,"OREGON","OR","REPUBLICAN",685700,1226527,173995000,167701904,92654861,0.533,0.552
1984,"PENNSYLVANIA","PA","DEMOCRAT",2228131,4844903,173995000,167701904,92654861,0.533,0.552
1984,"PENNSYLVANIA","PA","OTHERS",32449,4844903,173995000,167701904,92654861,0.533,0.552
1984,"PENNSYLVANIA","PA","REPUBLICAN",2584323,4844903,173995000,167701904,92654861,0.533,0.552
1984,"RHODE ISLAND","RI","DEMOCRAT",197106,410489,173995000,167701904,92654861,0.533,0.552
1984,"RHODE ISLAND","RI","OTHERS",1303,410489,173995000,167701904,92654861,0.533,0.552
1984,"RHODE ISLAND","RI","REPUBLICAN",212080,410489,173995000,167701904,92654861,0.533,0.552
1984,"SOUTH CAROLINA","SC","DEMOCRAT",344459,968529,173995000,167701904,92654861,0.533,0.552
1984,"SOUTH CAROLINA","SC","OTHERS",8531,968529,173995000,167701904,92654861,0.533,0.552
1984,"SOUTH CAROLINA","SC","REPUBLICAN",615539,968529,173995000,167701904,92654861,0.533,0.552
1984,"SOUTH DAKOTA","SD","DEMOCRAT",116113,317867,173995000,167701904,92654861,0.533,0.552
1984,"SOUTH DAKOTA","SD","OTHERS",1487,317867,173995000,167701904,92654861,0.533,0.552
1984,"SOUTH DAKOTA","SD","REPUBLICAN",200267,317867,173995000,167701904,92654861,0.533,0.552
1984,"TENNESSEE","TN","DEMOCRAT",711714,1711993,173995000,167701904,92654861,0.533,0.552
1984,"TENNESSEE","TN","OTHERS",10067,1711993,173995000,167701904,92654861,0.533,0.552
1984,"TENNESSEE","TN","REPUBLICAN",990212,1711993,173995000,167701904,92654861,0.533,0.552
1984,"TEXAS","TX","DEMOCRAT",1949276,5397571,173995000,167701904,92654861,0.533,0.552
1984,"TEXAS","TX","OTHERS",14867,5397571,173995000,167701904,92654861,0.533,0.552
1984,"TEXAS","TX","REPUBLICAN",3433428,5397571,173995000,167701904,92654861,0.533,0.552
1984,"UTAH","UT","DEMOCRAT",155369,629656,173995000,167701904,92654861,0.533,0.552
1984,"UTAH","UT","OTHERS",5182,629656,173995000,167701904,92654861,0.533,0.552
1984,"UTAH","UT","REPUBLICAN",469105,629656,173995000,167701904,92654861,0.533,0.552
1984,"VERMONT","VT","DEMOCRAT",95730,234561,173995000,167701904,92654861,0.533,0.552
1984,"VERMONT","VT","OTHERS",2966,234561,173995000,167701904,92654861,0.533,0.552
1984,"VERMONT","VT","REPUBLICAN",135865,234561,173995000,167701904,92654861,0.533,0.552
1984,"VIRGINIA","VA","DEMOCRAT",796250,2146635,173995000,167701904,92654861,0.533,0.552
1984,"VIRGINIA","VA","OTHERS",13307,2146635,173995000,167701904,92654861,0.533,0.552
1984,"VIRGINIA","VA","REPUBLICAN",1337078,2146635,173995000,167701904,92654861,0.533,0.552
1984,"WASHINGTON","WA","DEMOCRAT",798352,1874910,173995000,167701904,92654861,0.533,0.552
1984,"WASHINGTON","WA","OTHERS",24888,1874910,173995000,167701904,92654861,0.533,0.552
1984,"WASHINGTON","WA","REPUBLICAN",1051670,1874910,173995000,167701904,92654861,0.533,0.552
1984,"WEST VIRGINIA","WV","DEMOCRAT",328125,735742,173995000,167701904,92654861,0.533,0.552
1984,"WEST VIRGINIA","WV","OTHERS",2134,735742,173995000,167701904,92654861,0.533,0.552
1984,"WEST VIRGINIA","WV","REPUBLICAN",405483,735742,173995000,167701904,92654861,0.533,0.552
1984,"WISCONSIN","WI","DEMOCRAT",995740,2211689,173995000,167701904,92654861,0.533,0.552
1984,"WISCONSIN","WI","OTHERS",17365,2211689,173995000,167701904,92654861,0.533,0.552
1984,"WISCONSIN","WI","REPUBLICAN",1198584,2211689,173995000,167701904,92654861,0.533,0.552
1984,"WYOMING","WY","DEMOCRAT",53370,188968,173995000,167701904,92654861,0.533,0.552
1984,"WYOMING","WY","OTHERS",2357,188968,173995000,167701904,92654861,0.533,0.552
1984,"WYOMING","WY","REPUBLICAN",133241,188968,173995000,167701904,92654861,0.533,0.552
1988,"ALABAMA","AL","DEMOCRAT",549506,1378476,181956000,173579281,91586725,0.503,0.528
1988,"ALABAMA","AL","OTHERS",13394,1378476,181956000,173579281,91586725,0.503,0.528
1988,"ALABAMA","AL","REPUBLICAN",815576,1378476,181956000,173579281,91586725,0.503,0.528
1988,"ALASKA","AK","DEMOCRAT",72584,200116,181956000,173579281,91586725,0.503,0.528
1988,"ALASKA","AK","OTHERS",8281,200116,181956000,173579281,91586725,0.503,0.528
1988,"ALASKA","AK","REPUBLICAN",119251,200116,181956000,173579281,91586725,0.503,0.528
1988,"ARIZONA","AZ","DEMOCRAT",454029,1171873,181956000,173579281,91586725,0.503,0.528
1988,"ARIZONA","AZ","OTHERS",15303,1171873,181956000,173579281,91586725,0.503,0.528
1988,"ARIZONA","AZ","REPUBLICAN",702541,1171873,181956000,173579281,91586725,0.503,0.528
1988,"ARKANSAS","AR","DEMOCRAT",349237,827738,181956000,173579281,91586725,0.503,0.528
1988,"ARKANSAS","AR","OTHERS",11923,827738,181956000,173579281,91586725,0.503,0.528
1988,"ARKANSAS","AR","REPUBLICAN",466578,827738,181956000,173579281,91586725,0.503,0.528
1988,"CALIFORNIA","CA","DEMOCRAT",4702233,9887065,181956000,173579281,91586725,0.503,0.528
1988,"CALIFORNIA","CA","OTHERS",129915,9887065,181956000,173579281,91586725,0.503,0.528
1988,"CALIFORNIA","CA","REPUBLICAN",5054917,9887065,181956000,173579281,91586725,0.503,0.528
1988,"COLORADO","CO","DEMOCRAT",621453,1372394,181956000,173579281,91586725,0.503,0.528
1988,"COLORADO","CO","OTHERS",22764,1372394,181956000,173579281,91586725,0.503,0.528
1988,"COLORADO","CO","REPUBLICAN",728177,1372394,181956000,173579281,91586725,0.503,0.528
1988,"CONNECTICUT","CT","DEMOCRAT",676584,1443394,181956000,173579281,91586725,0.503,0.528
1988,"CONNECTICUT","CT","OTHERS",16569,1443394,181956000,173579281,91586725,0.503,0.528
1988,"CONNECTICUT","CT","REPUBLICAN",750241,1443394,181956000,173579281,91586725,0.503,0.528
1988,"DELAWARE","DE","DEMOCRAT",108647,249891,181956000,173579281,91586725,0.503,0.528
1988,"DELAWARE","DE","OTHERS",1605,249891,181956000,173579281,91586725,0.503,0.528
1988,"DELAWARE","DE","REPUBLICAN",139639,249891,181956000,173579281,91586725,0.503,0.528
1988,"DISTRICT OF COLUMBIA","DC","DEMOCRAT",159407,192877,181956000,173579281,91586725,0.503,0.528
1988,"DISTRICT OF COLUMBIA","DC","OTHERS",5880,192877,181956000,173579281,91586725,0.503,0.528
1988,"DISTRICT OF COLUMBIA","DC","REPUBLICAN",27590,192877,181956000,173579281,91586725,0.503,0.528
1988,"FLORIDA","FL","DEMOCRAT",1656701,4302313,181956000,173579281,91586725,0.503,0.528
1988,"FLORIDA","FL","OTHERS",26727,4302313,181956000,173579281,91586725,0.503,0.528
1988,"FLORIDA","FL","REPUBLICAN",2618885,4302313,181956000,173579281,91586725,0.503,0.528
1988,"GEORGIA","GA","DEMOCRAT",714792,1809672,181956000,173579281,91586725,0.503,0.528
1988,"GEORGIA","GA","OTHERS",13549,1809672,181956000,173579281,91586725,0.503,0.528
1988,"GEORGIA","GA","REPUBLICAN",1081331,1809672,181956000,173579281,91586725,0.503,0.528
1988,"HAWAII","HI","DEMOCRAT",192364,354461,181956000,173579281,91586725,0.503,0.528
1988,"HAWAII","HI","OTHERS",3472,354461,181956000,173579281,91586725,0.503,0.528
1988,"HAWAII","HI","REPUBLICAN",158625,354461,181956000,173579281,91586725,0.503,0.528
1988,"IDAHO","ID","DEMOCRAT",147272,408968,181956000,173579281,91586725,0.503,0.528
1988,"IDAHO","ID","OTHERS",7815,408968,181956000,173579281,91586725,0.503,0.528
1988,"IDAHO","ID","REPUBLICAN",253881,408968,181956000,173579281,91586725,0.503,0.528
1988,"ILLINOIS","IL","DEMOCRAT",2215940,4559120,181956000,173579281,91586725,0.503,0.528
1988,"ILLINOIS","IL","OTHERS",32241,4559120,181956000,173579281,91586725,0.503,0.528
1988,"ILLINOIS","IL","REPUBLICAN",2310939,4559120,181956000,173579281,91586725,0.503,0.528
1988,"INDIANA","IN","DEMOCRAT",860643,2168621,181956000,173579281,91586725,0.503,0.528
1988,"INDIANA","IN","OTHERS",10215,2168621,181956000,173579281,91586725,0.503,0.528
1988,"INDIANA","IN","REPUBLICAN",1297763,2168621,181956000,173579281,91586725,0.503,0.528
1988,"IOWA","IA","DEMOCRAT",670557,1225614,181956000,173579281,91586725,0.503,0.528
1988,"IOWA","IA","OTHERS",9702,1225614,181956000,173579281,91586725,0.503,0.528
1988,"IOWA","IA","REPUBLICAN",545355,1225614,181956000,173579281,91586725,0.503,0.528
1988,"KANSAS","KS","DEMOCRAT",422636,993044,181956000,173579281,91586725,0.503,0.528
1988,"KANSAS","KS","OTHERS",16359,993044,181956000,173579281,91586725,0.503,0.528
1988,"KANSAS","KS","REPUBLICAN",554049,993044,181956000,173579281,91586725,0.503,0.528
1988,"KENTUCKY","KY","DEMOCRAT",580368,1322517,181956000,173579281,91586725,0.503,0.528
1988,"KENTUCKY","KY","OTHERS",7868,1322517,181956000,173579281,91586725,0.503,0.528
1988,"KENTUCKY","KY","REPUBLICAN",734281,1322517,181956000,173579281,91586725,0.503,0.528
1988,"LOUISIANA","LA","DEMOCRAT",717460,1628202,181956000,173579281,91586725,0.503,0.528
1988,"LOUISIANA","LA","OTHERS",27040,1628202,181956000,173579281,91586725,0.503,0.528
1988,"LOUISIANA","LA","REPUBLICAN",883702,1628202,181956000,173579281,91586725,0.503,0.528
1988,"MAINE","ME","DEMOCRAT",243569,555035,181956000,173579281,91586725,0.503,0.528
1988,"MAINE","ME","OTHERS",4335,555035,181956000,173579281,91586725,0.503,0.528
1988,"MAINE","ME","REPUBLICAN",307131,555035,181956000,173579281,91586725,0.503,0.528
1988,"MARYLAND","MD","DEMOCRAT",826304,1714358,181956000,173579281,91586725,0.503,0.528
1988,"MARYLAND","MD","OTHERS",11887,1714358,181956000,173579281,91586725,0.503,0.528
1988,"MARYLAND","MD","REPUBLICAN",876167,1714358,181956000,173579281,91586725,0.503,0.528
1988,"MASSACHUSETTS","MA","DEMOCRAT",1401415,2632801,181956000,173579281,91586725,0.503,0.528
1988,"MASSACHUSETTS","MA","OTHERS",36751,2632801,181956000,173579281,91586725,0.503,0.528
1988,"MASSACHUSETTS","MA","REPUBLICAN",1194635,2632801,181956000,173579281,91586725,0.503,0.528
1988,"MICHIGAN","MI","DEMOCRAT",1675783,3669163,181956000,173579281,91586725,0.503,0.528
1988,"MICHIGAN","MI","OTHERS",27894,3669163,181956000,173579281,91586725,0.503,0.528
1988,"MICHIGAN","MI","REPUBLICAN",1965486,3669163,181956000,173579281,91586725,0.503,0.528
1988,"MINNESOTA","MN","DEMOCRAT",1109471,2096790,181956000,173579281,91586725,0.503,0.528
1988,"MINNESOTA","MN","OTHERS",24982,2096790,181956000,173579281,91586725,0.503,0.528
1988,"MINNESOTA","MN","REPUBLICAN",962337,2096790,181956000,173579281,91586725,0.503,0.528
1988,"MISSISSIPPI","MS","DEMOCRAT",363921,931527,181956000,173579281,91586725,0.503,0.528
1988,"MISSISSIPPI","MS","OTHERS",9716,931527,181956000,173579281,91586725,0.503,0.528
1988,"MISSISSIPPI","MS","REPUBLICAN",557890,931527,181956000,173579281,91586725,0.503,0.528
1988,"MISSOURI","MO","DEMOCRAT",1001619,2093228,181956000,173579281,91586725,0.503,0.528
1988,"MISSOURI","MO","OTHERS",6656,2093228,181956000,173579281,91586725,0.503,0.528
1988,"MISSOURI","MO","REPUBLICAN",1084953,2093228,181956000,173579281,91586725,0.503,0.528
1988,"MONTANA","MT","DEMOCRAT",168936,365674,181956000,173579281,91586725,0.503,0.528
1988,"MONTANA","MT","OTHERS",6326,365674,181956000,173579281,91586725,0.503,0.528
1988,"MONTANA","MT","REPUBLICAN",190412,365674,181956000,173579281,91586725,0.503,0.528
1988,"NEBRASKA","NE","DEMOCRAT",259235,661465,181956000,173579281,91586725,0.503,0.528
1988,"NEBRASKA","NE","OTHERS",4274,661465,181956000,173579281,91586725,0.503,0.528
1988,"NEBRASKA","NE","REPUBLICAN",397956,661465,181956000,173579281,91586725,0.503,0.528
1988,"NEVADA","NV","DEMOCRAT",132738,343133,181956000,173579281,91586725,0.503,0.528
1988,"NEVADA","NV","OTHERS",4355,343133,181956000,173579281,91586725,0.503,0.528
1988,"NEVADA","NV","REPUBLICAN",206040,343133,181956000,173579281,91586725,0.503,0.528
1988,"NEW HAMPSHIRE","NH","DEMOCRAT",163696,450525,181956000,173579281,91586725,0.503,0.528
1988,"NEW HAMPSHIRE","NH","OTHERS",5292,450525,181956000,173579281,91586725,0.503,0.528
1988,"NEW HAMPSHIRE","NH","REPUBLICAN",281537,450525,181956000,173579281,91586725,0.503,0.528
1988,"NEW JERSEY","NJ","DEMOCRAT",1320352,3099553,181956000,173579281,91586725,0.503,0.528
1988,"NEW JERSEY","NJ","OTHERS",36009,3099553,181956000,173579281,91586725,0.503,0.528
1988,"NEW JERSEY","NJ","REPUBLICAN",1743192,3099553,181956000,173579281,91586725,0.503,0.528
1988,"NEW MEXICO","NM","DEMOCRAT",244497,521387,181956000,173579281,91586725,0.503,0.528
1988,"NEW MEXICO","NM","OTHERS",6549,521387,181956000,173579281,91586725,0.503,0.528
1988,"NEW MEXICO","NM","REPUBLICAN",270341,521387,181956000,173579281,91586725,0.503,0.528
1988,"NEW YORK","NY","DEMOCRAT",3255487,6485683,181956000,173579281,91586725,0.503,0.528
1988,"NEW YORK","NY","OTHERS",391782,6485683,181956000,173579281,91586725,0.503,0.528
1988,"NEW YORK","NY","REPUBLICAN",2838414,6485683,181956000,173579281,91586725,0.503,0.528
